Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Gross profit,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Closing Balance,Ending Inventory,Beginning Inventory,Net Margin
253,80,-9,2015/5/16,1079,96,Small Market,West,24,Beans,Espresso,E,51,176,WA,70,100,60,170,45,Decaf,14460,2563,2590,29%
435,63,-14,2015/5/17,1075,76,Small Market,West,19,Beans,Coffee,G,36,139,UT,70,90,50,160,40,Regular,14519,2589,2563,26%
253,72,-22,2015/5/18,461,104,Small Market,West,23,Beans,Coffee,H,58,176,WA,80,120,80,200,46,Regular,14545,2571,2589,33%
775,16,0,2015/5/19,851,25,Small Market,West,4,Beans,Espresso,I,10,41,NV,10,20,10,30,15,Regular,14403,2609,2571,24%
435,94,7,2015/5/20,540,120,Small Market,West,31,Beans,Espresso,I,77,214,UT,90,110,70,200,43,Regular,14596,2557,2609,36%
702,135,2,2015/5/21,940,187,Small Market,West,122,Leaves,Herbal Tea,K,32,322,NV,120,170,30,290,155,Decaf,14799,2501,2557,10%
509,115,-5,2015/5/22,1166,174,Small Market,West,37,Leaves,Herbal Tea,K,105,289,WA,100,160,110,260,69,Decaf,14800,2485,2501,36%
775,224,24,2015/5/23,1191,310,Small Market,West,73,Leaves,Herbal Tea,A,194,534,NV,210,280,170,490,116,Decaf,15319,2308,2485,36%
541,81,-4,2015/5/24,551,104,Small Market,West,26,Leaves,Herbal Tea,A,66,185,OR,70,100,70,170,38,Decaf,15343,2325,2308,36%
775,127,2,2015/5/25,830,185,Small Market,West,40,Leaves,Herbal Tea,B,122,312,NV,120,170,120,290,63,Decaf,15488,2253,2325,39%
702,247,65,2015/5/26,1744,329,Small Market,West,81,Leaves,Tea,C,215,576,NV,180,240,150,420,114,Regular,15796,2083,2253,37%
702,250,57,2015/5/27,1820,251,Small Market,West,70,Leaves,Tea,M,157,501,NV,180,180,100,360,94,Regular,16065,1908,2083,31%
971,88,13,2015/5/28,817,133,Small Market,West,29,Leaves,Tea,M,73,221,OR,60,100,60,160,60,Regular,16013,1883,1908,33%
775,294,-88,2015/5/29,8252,-263,Small Market,West,111,Leaves,Tea,D,-408,31,NV,210,-210,-320,0,145,Regular,15892,1632,1883,-1316%
503,134,21,2015/5/30,690,186,Small Market,West,41,Leaves,Tea,D,121,320,OR,90,140,100,230,65,Regular,15947,1562,1632,38%
435,20,-15,2015/5/31,218,25,Small Market,West,7,Leaves,Tea,D,-15,45,UT,10,20,0,30,40,Regular,15881,1594,1562,-33%
650,154,-74,2015/6/1,3654,-15,Major Market,West,50,Beans,Coffee,F,-174,139,CA,220,-30,-100,190,93,Decaf,15789,1521,1594,-125%
415,257,94,2015/6/2,1662,380,Major Market,West,84,Beans,Espresso,E,334,637,CA,230,320,240,550,116,Decaf,16334,1353,1521,52%
909,122,-50,2015/6/3,2555,-6,Major Market,West,39,Beans,Coffee,G,-110,116,CA,170,-20,-60,150,61,Regular,16266,1281,1353,-95%
818,260,-103,2015/6/4,2548,433,Major Market,West,91,Beans,Coffee,H,367,693,CA,380,580,470,960,143,Regular,16698,1103,1281,53%
714,239,61,2015/6/5,1755,270,Major Market,West,66,Beans,Espresso,J,221,509,CA,210,220,160,430,90,Regular,16951,914,1103,43%
805,125,-10,2015/6/6,898,193,Major Market,West,113,Beans,Espresso,I,40,318,CA,110,160,50,270,146,Regular,17227,848,914,13%
925,108,51,2015/6/7,971,174,Major Market,West,30,Leaves,Herbal Tea,K,171,282,CA,80,130,120,210,42,Decaf,17478,797,848,61%
951,239,106,2015/6/8,1246,315,Major Market,West,74,Leaves,Herbal Tea,A,276,554,CA,190,220,170,410,95,Decaf,18000,655,797,50%
831,123,119,2015/6/9,915,199,Major Market,West,34,Leaves,Tea,C,199,322,CA,50,90,80,140,45,Regular,18091,573,655,62%
971,43,-37,2015/6/10,419,71,Small Market,West,13,Beans,Coffee,F,43,114,OR,50,100,80,150,35,Decaf,18088,597,573,38%
435,79,-70,2015/6/11,593,110,Small Market,West,30,Beans,Coffee,F,50,189,UT,100,160,120,260,64,Decaf,18265,602,597,26%
206,96,-75,2015/6/12,683,149,Small Market,West,87,Beans,Coffee,F,25,245,WA,140,190,100,330,117,Decaf,18401,571,602,10%
503,161,25,2015/6/13,1267,182,Small Market,West,45,Beans,Espresso,E,135,343,OR,140,150,110,290,70,Decaf,18577,456,571,39%
360,80,-9,2015/6/14,1055,105,Small Market,West,24,Beans,Espresso,E,71,185,WA,60,90,80,150,46,Decaf,18466,456,456,38%
503,51,-57,2015/6/15,503,79,Small Market,West,46,Beans,Coffee,G,-7,130,OR,70,100,50,170,76,Regular,18542,480,456,-5%
435,65,-37,2015/6/16,1053,86,Small Market,West,20,Beans,Coffee,G,53,151,UT,90,110,90,200,41,Regular,18399,456,480,35%
503,60,-59,2015/6/17,463,93,Small Market,West,19,Beans,Coffee,H,31,153,OR,80,130,90,210,63,Regular,18269,457,456,20%
435,47,-47,2015/6/18,375,71,Small Market,West,15,Beans,Coffee,H,33,118,UT,50,100,80,150,42,Regular,18158,483,457,28%
360,68,-27,2015/6/19,438,110,Small Market,West,21,Beans,Coffee,H,83,178,WA,90,140,110,230,43,Regular,18334,510,483,47%
206,22,-5,2015/6/20,573,32,Small Market,West,7,Beans,Espresso,J,15,54,WA,10,20,20,30,19,Regular,18312,540,510,28%
775,21,1,2015/6/21,846,34,Small Market,West,5,Beans,Espresso,I,21,55,NV,10,20,20,30,17,Regular,18358,571,540,38%
435,103,19,2015/6/22,564,148,Small Market,West,33,Beans,Espresso,I,129,251,UT,80,130,110,210,46,Regular,18315,520,571,51%
702,125,-21,2015/6/23,898,193,Small Market,West,113,Leaves,Herbal Tea,K,39,318,NV,90,150,60,240,147,Decaf,18575,480,520,12%
360,125,41,2015/6/24,1119,209,Small Market,West,41,Leaves,Herbal Tea,K,171,334,WA,90,160,130,250,73,Decaf,18611,421,480,51%
775,154,58,2015/6/25,1132,237,Small Market,West,50,Leaves,Herbal Tea,A,178,391,NV,120,170,120,290,93,Decaf,18733,362,421,46%
541,90,18,2015/6/26,572,128,Small Market,West,29,Leaves,Herbal Tea,A,108,218,OR,60,100,90,160,42,Decaf,18790,330,362,50%
775,122,39,2015/6/27,789,196,Small Market,West,39,Leaves,Herbal Tea,B,169,318,NV,90,150,130,240,62,Decaf,18921,329,330,53%
435,86,-40,2015/6/28,1698,30,Small Market,West,26,Leaves,Herbal Tea,B,-40,116,UT,60,20,0,80,50,Decaf,18962,294,329,-34%
775,257,202,2015/6/29,1662,380,Small Market,West,84,Leaves,Tea,C,332,637,NV,110,180,130,290,117,Regular,19513,211,294,52%
971,21,4,2015/6/30,480,35,Small Market,West,5,Leaves,Tea,C,24,56,OR,0,20,20,20,16,Regular,19551,335,211,43%
775,239,141,2015/7/1,1755,270,Small Market,West,66,Leaves,Tea,M,221,509,NV,110,120,80,230,90,Regular,19792,264,335,43%
702,255,-369,2015/7/2,7058,-233,Small Market,West,96,Leaves,Tea,D,-539,22,NV,110,-110,-170,0,129,Regular,19632,59,264,-2450%
435,25,-28,2015/7/3,209,35,Small Market,West,9,Leaves,Tea,D,-18,60,UT,0,20,10,20,43,Regular,19657,147,59,-30%
626,173,-58,2015/7/4,3909,-17,Major Market,West,57,Beans,Coffee,F,-188,156,CA,200,-30,-130,170,100,Decaf,19573,46,147,-121%
213,228,102,2015/7/5,1691,339,Major Market,West,75,Beans,Espresso,E,292,567,CA,220,290,190,510,107,Decaf,20093,3,46,51%
916,113,-33,2015/7/6,2758,11,Major Market,West,36,Beans,Coffee,G,-83,124,CA,130,0,-50,130,59,Regular,20074,-18,3,-67%
213,249,39,2015/7/7,2580,415,Major Market,West,87,Beans,Coffee,H,349,664,CA,290,450,310,740,139,Regular,20601,-132,-18,53%
951,211,51,2015/7/8,1778,240,Major Market,West,59,Beans,Espresso,J,191,451,CA,200,210,140,410,83,Regular,20768,-165,-132,42%
916,121,-1,2015/7/9,912,187,Major Market,West,109,Beans,Espresso,I,39,308,CA,110,170,40,280,142,Regular,20780,-57,-165,13%
760,81,45,2015/7/10,984,130,Major Market,West,22,Leaves,Herbal Tea,K,125,211,CA,70,110,80,180,33,Decaf,20918,86,-57,59%
510,225,98,2015/7/11,1272,297,Major Market,West,69,Leaves,Herbal Tea,A,258,522,CA,210,240,160,450,91,Decaf,21149,80,86,49%
805,118,80,2015/7/12,930,191,Major Market,West,33,Leaves,Tea,C,190,309,CA,80,130,110,210,44,Regular,21246,113,80,61%
435,82,-4,2015/7/13,601,114,Small Market,West,31,Beans,Coffee,F,56,196,UT,90,120,60,210,64,Decaf,21214,131,113,29%
509,94,-16,2015/7/14,694,145,Small Market,West,85,Beans,Coffee,F,24,239,WA,110,150,40,260,114,Decaf,21319,252,131,10%
971,181,40,2015/7/15,1283,206,Small Market,West,50,Beans,Espresso,E,160,387,OR,170,180,120,350,74,Decaf,21573,237,252,41%
435,69,8,2015/7/16,1060,91,Small Market,West,21,Beans,Coffee,G,58,160,UT,80,90,50,170,42,Regular,21465,261,237,36%
541,53,-19,2015/7/17,470,83,Small Market,West,17,Beans,Coffee,H,21,136,OR,60,90,40,150,61,Regular,21317,458,261,15%
253,63,4,2015/7/18,446,103,Small Market,West,20,Beans,Coffee,H,74,166,WA,70,110,70,180,43,Regular,21386,636,458,45%
775,15,3,2015/7/19,848,27,Small Market,West,4,Beans,Espresso,I,13,42,NV,10,20,10,30,15,Regular,21298,663,636,31%
801,101,36,2015/7/20,552,145,Small Market,West,33,Beans,Espresso,I,126,246,UT,90,130,90,220,45,Regular,21372,621,663,51%
702,121,19,2015/7/21,912,187,Small Market,West,109,Leaves,Herbal Tea,K,39,308,NV,110,150,20,260,142,Decaf,21532,594,621,13%
206,130,61,2015/7/22,1134,216,Small Market,West,42,Leaves,Herbal Tea,K,181,346,WA,120,180,120,300,73,Decaf,21659,520,594,52%
702,173,75,2015/7/23,1150,266,Small Market,West,57,Leaves,Herbal Tea,A,205,439,NV,160,220,130,380,101,Decaf,22036,513,520,47%
541,88,34,2015/7/24,561,125,Small Market,West,29,Leaves,Herbal Tea,A,104,213,OR,80,100,70,180,42,Decaf,22130,493,513,49%
775,113,59,2015/7/25,803,183,Small Market,West,36,Leaves,Herbal Tea,B,159,296,NV,100,150,100,250,58,Decaf,22262,531,493,54%
775,228,151,2015/7/26,1691,339,Small Market,West,75,Leaves,Tea,C,291,567,NV,160,220,140,380,108,Regular,22702,451,531,51%
702,211,110,2015/7/27,1778,240,Small Market,West,59,Leaves,Tea,M,190,451,NV,150,150,80,300,84,Regular,22931,461,451,42%
503,78,42,2015/7/28,798,132,Small Market,West,25,Leaves,Tea,M,92,210,OR,50,90,50,140,57,Regular,22971,622,461,44%
775,245,-225,2015/7/29,7653,-211,Small Market,West,93,Leaves,Tea,D,-505,34,NV,180,-180,-280,0,127,Regular,22984,522,622,-1485%
971,102,62,2015/7/30,666,159,Small Market,West,31,Leaves,Tea,D,132,261,OR,70,100,70,170,54,Regular,23185,579,522,51%
951,224,-71,2015/7/31,4216,-19,Major Market,West,73,Beans,Coffee,F,-221,205,CA,260,-40,-150,220,117,Decaf,23237,567,579,-108%
209,247,111,2015/8/1,1744,367,Major Market,West,81,Beans,Espresso,E,321,614,CA,240,310,210,550,113,Decaf,23823,514,567,52%
209,127,-41,2015/8/2,2947,-18,Major Market,West,40,Beans,Coffee,G,-131,109,CA,150,-30,-90,120,63,Regular,23808,431,514,-120%
530,279,52,2015/8/3,2642,466,Major Market,West,97,Beans,Coffee,H,402,745,CA,330,500,350,830,149,Regular,24342,259,431,54%
949,250,73,2015/8/4,1820,284,Major Market,West,70,Beans,Espresso,J,233,534,CA,240,240,160,480,94,Regular,24834,210,259,44%
530,135,6,2015/8/5,940,208,Major Market,West,122,Beans,Espresso,I,46,343,CA,130,180,40,310,156,Regular,25043,226,210,13%
916,86,52,2015/8/6,1003,138,Major Market,West,24,Leaves,Herbal Tea,K,132,224,CA,80,110,80,190,35,Decaf,24971,389,226,59%
661,241,109,2015/8/7,1321,318,Major Market,West,74,Leaves,Herbal Tea,A,279,559,CA,220,260,170,480,96,Decaf,25248,355,389,50%
323,123,89,2015/8/8,959,199,Major Market,West,34,Leaves,Tea,C,199,322,CA,90,130,110,220,45,Regular,25423,473,355,62%
801,68,-11,2015/8/9,619,95,Small Market,West,25,Beans,Coffee,F,39,163,UT,80,100,50,180,59,Decaf,25456,569,473,24%
206,105,-20,2015/8/10,716,161,Small Market,West,95,Beans,Coffee,F,30,266,WA,120,170,50,290,125,Decaf,25451,624,569,11%
971,153,49,2015/8/11,1319,173,Small Market,West,42,Beans,Espresso,E,129,326,OR,150,140,80,290,66,Decaf,25517,569,624,40%
360,80,16,2015/8/12,1079,108,Small Market,West,24,Beans,Espresso,E,76,188,WA,70,100,60,170,45,Decaf,25637,736,569,40%
435,63,3,2015/8/13,1075,85,Small Market,West,19,Beans,Coffee,G,53,148,UT,70,90,50,160,40,Regular,25602,918,736,36%
360,72,6,2015/8/14,461,116,Small Market,West,23,Beans,Coffee,H,86,188,WA,80,120,80,200,46,Regular,25499,954,918,46%
775,16,5,2015/8/15,851,28,Small Market,West,4,Beans,Espresso,I,15,44,NV,10,20,10,30,15,Regular,25251,1089,954,34%
435,94,44,2015/8/16,540,134,Small Market,West,31,Beans,Espresso,I,114,228,UT,90,110,70,200,43,Regular,25315,1044,1089,50%
702,135,17,2015/8/17,940,208,Small Market,West,122,Leaves,Herbal Tea,K,47,343,NV,120,170,30,290,155,Decaf,25544,1025,1044,14%
253,115,46,2015/8/18,1166,193,Small Market,West,37,Leaves,Herbal Tea,K,156,308,WA,100,160,110,260,69,Decaf,25606,960,1025,51%
702,224,118,2015/8/19,1191,345,Small Market,West,73,Leaves,Herbal Tea,A,288,569,NV,210,280,170,490,116,Decaf,25912,854,960,51%
503,81,28,2015/8/20,551,116,Small Market,West,26,Leaves,Herbal Tea,A,98,197,OR,70,100,70,170,38,Decaf,25899,917,854,50%
775,127,61,2015/8/21,830,205,Small Market,West,40,Leaves,Herbal Tea,B,181,332,NV,120,170,120,290,63,Decaf,25957,1018,917,55%
775,247,169,2015/8/22,1744,367,Small Market,West,81,Leaves,Tea,C,319,614,NV,180,240,150,420,114,Regular,26289,829,1018,52%
775,250,133,2015/8/23,1820,284,Small Market,West,70,Leaves,Tea,M,233,534,NV,180,180,100,360,94,Regular,26786,818,829,44%
971,88,48,2015/8/24,817,148,Small Market,West,29,Leaves,Tea,M,108,236,OR,60,100,60,160,60,Regular,26885,804,818,46%
775,294,-285,2015/8/25,8252,-261,Small Market,West,111,Leaves,Tea,D,-605,33,NV,210,-210,-320,0,145,Regular,26897,722,804,-1833%
503,134,80,2015/8/26,690,207,Small Market,West,41,Leaves,Tea,D,180,341,OR,90,140,100,230,65,Regular,27016,694,722,53%
435,20,-22,2015/8/27,218,28,Small Market,West,7,Leaves,Tea,D,-22,48,UT,10,20,0,30,40,Regular,26932,851,694,-46%
